epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,42.8185,0.52792,0.85714,1,0.37975,0.000554558,0.000554558,0.000554558
